,BibNum,Title,Author,ISBN,PublicationYear,Publisher,Subjects,ItemType,ItemCollection,FloatingItem,ItemLocation,ReportDate,ItemCount
6728,3099776,102 top picks for homeschool curriculum : choosing the right curriculum and approach for each child's learning style / by Cathy Duffy.,"Duffy, Cathy","0929320190, 9780929320199",[2015],"Grove Publishing,","Home schooling Curricula United States, Christian education Home training United States, Curriculum planning United States, Education Parent participation United States",acbk,nanf,,nga,10/01/2017,1
6729,2350885,Deogratias : a tale of Rwanda / Stassen ; translated by Alex Siegel.,"Stassen, Jean-Philippe.","1596431032, 9781596431034",2006.,"First Second,","Tutsi African people Crimes against Rwanda Comic books strips etc, Hutu African people Rwanda Comic books strips etc, Genocide Rwanda Comic books strips etc, Teenage boys Rwanda Psychology Comic books strips etc, Young adult fiction, Graphic novels",acbk,nacomic,,uni,10/01/2017,1
6730,2688062,Alone together : why we expect more from technology and less from each other / Sherry Turkle.,"Turkle, Sherry","0465010210, 9780465010219",c2011.,"Basic Books,","Information technology Social aspects, Interpersonal relations, Human computer interaction",acbk,canf,,cen,10/01/2017,2
6731,3160562,My first soccer game / by Alyssa Satin Capucilli ; photographs by Leyah Jensen.,"Capucilli, Alyssa Satin, 1957-","1481461850, 1481461869, 9781481461856, 9781481461863",2016.,"Simon Spotlight,",Soccer Juvenile literature,jcbk,ncenf,,bro,10/01/2017,1
6732,2817393,"Discover San Francisco / this editon written and researched by Mariella Krause, Alison Bing, John A Vlahides.","Krause, Mariella","1742205712, 9781742205717",2012.,"Lonely Planet,",San Francisco Calif Guidebooks,acbk,nanf,,glk,10/01/2017,1
6733,3068583,The Book of Storms / Ruth Hatfield.,"Hatfield, Ruth","0805099980, 9780805099980",2015.,"Henry Holt and Company,","Adventure and adventurers Fiction, Storms Fiction, Missing persons Fiction, Supernatural Fiction, Human animal communication Fiction, Adventure stories, Storms Juvenile fiction, Missing persons Juvenile fiction, Human animal communication Juvenile fiction, Paranormal fiction",jcbk,ncfic,,cap,10/01/2017,1
6734,3195268,Magruder's curiosity cabinet / H. P. Wood.,"Wood, H. P. (Hilary Poole),","168324026X, 9781683240266",2016.,"Center Point Large Print,","Girls New York State Fiction, Coney Island New York N Y Fiction, Mothers and daughters Fiction, Large type books, Science fiction",acbk,nalpfic,Floating,bea,10/01/2017,1
6735,2414323,Soon I will be invincible / Austin Grossman.,"Grossman, Austin, 1969-","0375424865, 9780375424861",c2007.,"Pantheon Books,","Heroes Fiction, Good and evil Fiction, Fantasy fiction",acbk,nafic,,cap,10/01/2017,1
6736,3162145,"Southern Italy / this edition written and researched by Cristian Bonetto, Gregor Clark and Brendan Sainsbury.","Bonetto, Cristian","1743216874, 9781743216873",2016.,"Lonely Planet Publications Pty Ltd,",Italy Southern Guidebooks,acbk,canf,,cen,10/01/2017,2
6737,3269430,Identifying as transgender / Sara Woods.,"Woods, Sara, 1984-","1499464568, 1508173494, 9781499464566, 9781508173496",2017.,"Rosen Publishing,","Transgender people Juvenile literature, Transphobia Juvenile literature, Interpersonal relations Juvenile literature, Gender identity Juvenile literature",acbk,naglc,,cap,10/01/2017,1
6738,2932203,Rotten pumpkin / by David M. Schwartz ; photos by Dwight Kuhn.,"Schwartz, David M.","1939547032, 9781939547033",2013.,"Creston Books,","Biodegradation Juvenile literature, Food chains Ecology Juvenile literature",jcbk,ncenf,,net,10/01/2017,1
6739,2766224,Stand-up paddleboarding / by K.C. Kelley.,"Kelley, K. C.","1609731794, 9781609731793",c2012.,"Childs World,","Stand up paddle surfing Juvenile literature, Extreme sports Juvenile literature",jcbk,ccnf,,cen,10/01/2017,1
6740,2458087,"Martina, una cucarachita muy linda : un cuento cubano / de Carmen Agra Deedy ; ilustrado de Michael Austin.","Deedy, Carmen Agra","1561454257, 9781561454259",2007.,"Peachtree,","Cockroaches Folklore Juvenile literature, Folklore Cuba Juvenile literature, Spanish language materials",jcbk,ncln,,swt,10/01/2017,1
6741,2539505,"The Tudors. The complete second season [videorecording] / Showtime in association with Peace Arch Entertainment ; producers, Gary Howsam, James Flynn.",,"1415743762, 9781415743768",[2008],"Showtime Entertainment ; Distributed by Paramount Home Entertainment,","Henry VIII King of England 1491 1547 Drama, Anne Boleyn Queen consort of Henry VIII King of England 1507 1536 Drama, Elizabeth I Queen of England 1533 1603 Drama, Great Britain History Henry VIII 1509 1547 Drama, Historical television programs, Video recordings for the hearing impaired, Television series",acdvd,nadvd,Floating,lcy,10/01/2017,1
6742,719076,Japan's decision to surrender. Foreword by Edwin O. Reischauer.,"Butow, Robert J. C. (Robert Joseph Charles), 1924-",,1954.,"Stanford University Press,",World War 1939 1945 Japan,arbk,caref,,cen,10/01/2017,1
6743,3107572,Nine Open Arms / Benny Lindelauf ; translated from the Dutch by John Nieuwenhuizen ; jacket and interior art by Dasha Tolstikova.,"Lindelauf, Benny, 1964-","1592701469, 9781592701469",2014.,"Enchanted Lion Books,","Families Juvenile fiction, Grandmothers Juvenile fiction, Single parent families Juvenile fiction, Romanies Juvenile fiction, Netherlands History Wilhelmina 1898 1948 Juvenile fiction, Netherlands History 19th century Juvenile fiction, Family life Netherlands Fiction, Grandmothers Fiction, Single parent families Fiction, Romanies Fiction, Netherlands History Wilhelmina 1898 1948 Fiction, Netherlands History 19th century Fiction",jcbk,ncfic,,net,10/01/2017,1
6744,3229625,"Last girl before freeway : the life, loves, losses, and liberation of Joan Rivers / Leslie Bennetts.","Bennetts, Leslie, 1949-","0316433063, 9780316433068",c2016.,"Little, Brown and Company,","Rivers Joan, Comedians United States Biography, Large type books",acbk,nalpnew,,net,10/01/2017,1
6745,226978,Built before the flood; the problem of the Tiahuanaco ruins.,"Bellamy, H. S. (Hans Schindler), 1901-1982",,[1943],Faber and Faber,Tiahuanacu Bolivia Antiquities,arbk,caref,,cen,10/01/2017,1
6746,2734215,A Christmas tree for Pyn / Olivier Dunrea.,"Dunrea, Olivier","0399245065, 9780399245060",2011.,"Philomel Books,","Christmas trees Juvenile fiction, Fathers and daughters Juvenile fiction, Christmas Fiction",jcbk,nchol,,qna,10/01/2017,1
6747,3032284,Olivia wishes on a star / adapted by Tina Gallo ; illustrated by Jared Osterhold.,"Gallo, Tina","148141769X, 9781481417693",2014.,"Simon Spotlight,","Olivia Fictitious character Falconer Juvenile fiction, Swine Juvenile fiction, Meteor showers Juvenile fiction, Parties Juvenile fiction, Olivia Fictitious character Falconer Fiction, Pigs Fiction, Meteor showers Fiction, Parties Fiction",jcbk,ncpic,,uni,10/01/2017,1
6748,3114492,"The comedians : drunks, thieves, scoundrels, and the history of American comedy / Kliph Nesteroff.","Nesteroff, Kliph.","0802123988, 9780802123985",[2015],"Grove Press,","Comedians United States, American wit and humor History and criticism",acbk,nanf,,qna,10/01/2017,1
6749,2942488,"Yaho! onŭlŭn yuch'iwon kanŭn nal / Yŏm Hye-won kŭl, kŭrim.","Yŏm, Hye-won.","8949112418, 9788949112411",2013.,"Piryongso,","Kindergarten Juvenile fiction, Picture books for children Juvenile fiction, Korean language materials Fiction",jcbk,ccln,,cen,10/01/2017,1
6750,1382922,Kindertransport / Olga Levy Drucker.,"Drucker, Olga Levy","0805017119, 0805042512, 9780805017113, 9780805042511",c1992.,"H. Holt,","Drucker Olga Levy Juvenile literature, Jewish children Germany Biography Juvenile literature, Jews Germany Biography Juvenile literature, Jewish refugees Great Britain Biography Juvenile literature, Jews Germany Biography, Refugees Great Britain Juvenile literature, World War 1939 1945 Personal narratives Jewish Juvenile literature, Germany Biography Juvenile literature",jcbk,ccnf,,cen,10/01/2017,1
6751,3271034,The far side gallery. 4 / by Gary Larson.,"Larson, Gary","0751508136, 0836217241, 0836217268, 9780751508130, 9780836217247, 9780836217261",[1993],"Andrews McMeel Publishing,","American wit and humor Pictorial, Caricatures and cartoons United States History, Comic books strips etc, Comic books strips etc, Comics Graphic works",acbk,nanf,,wal,10/01/2017,1
6752,3286214,Una aventura a lo grande = a great big adventure / [created by Roberto Gómez Bolaños] ; adaptado por María Domínguez y Juan Pablo Lombana.,"Domínguez, María,","0545842360, 0606390413, 1480692662, 9780545842365, 9780606390415, 9781480692664",[2015],"Scholastic,","Orphans Juvenile fiction, Friendship Juvenile fiction, Cookies Juvenile fiction, Magic Juvenile fiction, Spanish language materials Bilingual",jcbk,ncln,,nga,10/01/2017,1
6753,3259540,On becoming baby wise. Book two. Parenting your five to twelve month old through the babyhood transitions / Gary Ezzo and Robert Bucknam.,"Ezzo, Gary","1932740155, 9781932740158",©2012.,"Parent-Wise Solutions,","Infants, Infants Care, Parent and infant, Child rearing",acbk,nanf,,wts,10/01/2017,1
6754,3261942,The haunted bridge / by Carolyn Keene.,"Keene, Carolyn","0448095157, 9780448095158",©1972.,Grosset & Dunlap,"Drew Nancy Fictitious character Juvenile fiction, Women detectives Juvenile fiction, Jewel thieves Juvenile fiction, Mystery and detective stories, Drew Nancy Fictitious character Fiction, Jewel thieves Fiction, Women detectives Fiction, Adventure and adventurers Fiction",jcbk,nafic,,gwd,10/01/2017,1
6755,2212752,"Across Asia on a bicycle : the journey of two American students from Constantinople to Peking / by Thomas Gaskell Allen, Jr., William Lewis Sachtleben ; with additional notes by Michael W. Perry, editor.","Allen, Thomas Gaskell",1587420201,2003.,"Inkling Books,","Asia Description and travel, Allen Thomas Gaskell, Sachtleben William Lewis, Bicycle touring Asia",acbk,canf,,cen,10/01/2017,1
6756,1655169,Subject headings for African-American materials / Lorene Byron Brown.,"Brown, Lorene Byron",1563082527,1995.,"Libraries Unlimited,",Subject headings African Americans,acbk,nadesk,,dth,10/01/2017,1
6757,3298189,The bloody cardinal / by Richard Sala.,"Sala, Richard","1683960378, 9781683960379",[2017],"Fantagraphics Books,","Murder Comic books strips etc, Graphic novels, Detective and mystery comics",acbk,nacomic,,bro,10/01/2017,1
6758,438558,,,,,,,acmus,camus,,cen,10/01/2017,1
6759,2745204,Ship for brains / Brian David Bruns.,"Bruns, Brian David","0974521728, 9780974521725",c2011.,"World Waters,","Ocean travel Anecdotes, Cruise ships Employees, Cruise ships Humor",acbk,canf,,cen,10/01/2017,1
6760,2979557,Double fault : a Fran Harman mystery / Judith Cutler.,"Cutler, Judith","0727883399, 9780727883391",2013.,"Severn House,","Policewomen England Kent Fiction, Missing children Fiction, Mystery fiction",acbk,namys,Floating,bro,10/01/2017,1
6761,3181755,"Allegiant [videorecording] / Summit Entertainment ; Red Wagon Entertainment ; a Mandeville Films production ; directed by Robert Schwentke ; screenplay by Noah Oppenheim and Adam Cooper & Bill Collage ; produced by Douglas Wick, Lucy Fisher, Pouya Shahbazian.",,,[2016],"Lionsgate,","Chicago Ill Drama, Battles Drama, Dystopias Drama, Feature films, Action and adventure films, Science fiction films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",acdvd,nadvd,Floating,spa,10/01/2017,1
6762,3126369,Two stitches : jewelry projects in peyote & right angle weave / Rachel Nelson-Smith.,"Nelson-Smith, Rachel","1454708735, 9781454708735",[2015],"Lark,","Beadwork, Jewelry making",acbk,nanf,,net,10/01/2017,1
6763,1821448,The deadly dungeon / by Ron Roy ; illustrated by John Steven Gurney.,"Roy, Ron, 1940-","0679887555, 067998755X",c1998.,"Random House,","Castles Juvenile fiction, Mystery and detective stories",jcbk,ncef,,wts,10/01/2017,1
6764,2134272,A hiker's guide to art of the Canadian Rockies / Lisa Christensen.,"Christensen, Lisa",1894004396,1999.,"Fifth House Publishers,","Landscape painting Canadian, Landscape painting Canadian 20th century, Hiking Canadian Rockies B C and Alta Guidebooks, Canadian Rockies B C and Alta In art",acbk,canf,,cen,10/01/2017,1
6765,2059038,Sam i na ege karŭchʻyŏ chun kŏttŭl : Ryu Si-hwa sanmunjip.,"Ryu, Si-hwa.",8971840684,"1999, c1991.","Pʻurŭn Sup,",Meditations,acbk,caln,,cen,10/01/2017,1
6766,3168610,Meg Mackintosh and the stage fright secret / by Lucinda Landon.,"Landon, Lucinda","1888695072, 9781888695076",©2004.,"Secret Passage Press,","Stage fright Juvenile fiction, Stage fright Fiction, Mystery and detective stories",jcbk,ncef,,swt,10/01/2017,1
6767,2599422,Arctic circle : birth and rebirth in the land of the caribou / Robert Leonard Reid.,"Reid, Robert Leonard","156792350X, 9781567923506",2010.,"David R. Godine, Publisher,","Grants caribou Migration Yukon Territory, Grants caribou Alaska Arctic National Wildlife Refuge, Reid Robert Leonard",acbk,canf,,cen,10/01/2017,1
6768,2858752,"Let's Go. Italy / researcher-writers, Nicole Fearahn ... [et. al] ; staff writers, Sophie Angelis ... [et. al] ; editors, Spencer Burke ... [et. al], Claire McLaughlin, Michael Goncalves.",,"1612370233, 9781612370231",c2012.,"Let's Go ; Distributed by Publishers Group West,",Italy Guidebooks,acbk,canf,,cen,10/01/2017,2
6769,3046438,Athlete vs. mathlete : time-out / W.C. Mack.,"Mack, W. C., 1972-","1619633019, 1619633027, 9781619633018, 9781619633025",2014.,"Bloomsbury,","Twins Fiction, Brothers Fiction, Sports camps Fiction, Competition Psychology Fiction, Basketball Fiction, Sports Fiction, Twins Juvenile fiction, Brothers Juvenile fiction, Sports camps Juvenile fiction, Competition Psychology Juvenile fiction, Basketball stories",jcbk,ncfic,,swt,10/01/2017,1
6770,1867604,"Composers' houses / text by Gáerard Gefen ; photography by Christine Bastin, Jacques Evrard.","Gefen, Gérard",0865659982,c1998.,"The Vendome Press,","Composers Homes and haunts, Composers Homes and haunts Pictorial works",acbk,canf,,cen,10/01/2017,1
6771,2117858,Disney's greatest. Volume 1 [sound recording].,,0763407275,p2001.,"Walt Disney Records,","Childrens songs Juvenile sound recordings, Motion picture music Excerpts Juvenile sound recordings, Motion picture music, Songs",jccd,nccd,Floating,hip,10/01/2017,1
6772,2866066,This is the day : the March on Washington / Leonard Freed ; foreword by Julian Bond ; essay by Michael Eric Dyson ; afterword by Paul M. Farber.,"Freed, Leonard","1606061216, 9781606061213",c2013.,"J. Paul Getty Museum,","Civil rights demonstrations Washington D C Pictorial works, March on Washington for Jobs and Freedom 1963 Washington D C Pictorial works, African Americans Civil rights Pictorial works, United States Social conditions 1960 1980 Pictorial works, United States Social conditions 1980 Pictorial works, Washington D C Social conditions Pictorial works",acbk,canf,,cen,10/01/2017,2
6773,3196962,The BFG [videorecording] / Fremantle Media ; a Cosgrove Hall Production ; produced by Mark Hall and Brian Cosgrove ; adapted by John Hambley ; directed by Brian Cosgrove.,,"162789764X, 9781627897648",[2016],"Public Media Distribution,","Children Juvenile drama, Giants Juvenile drama, Orphans Juvenile drama, Made for TV movies, Animated films, Childrens films, Fantasy films, Fiction films",jcdvd,ncdvd,Floating,net,10/01/2017,1
6774,198637,Shadow man : the life of Dashiell Hammett / by Richard Layman.,"Layman, Richard, 1947-",0151814597,c1981.,"Harcourt Brace Jovanovich,","Hammett Dashiell 1894 1961, Authors American 20th century Biography",acbk,cab,,cen,10/01/2017,1
6775,2746522,Snowy Valentine / written and illustrated by David Petersen.,"Petersen, David, 1977-","0061463787, 0061463809, 9780061463785, 9780061463808",2011.,"Harper,","Valentines Day Juvenile fiction, Rabbits Juvenile fiction, Forest animals Juvenile fiction, Love Fiction",jcbk,nchol,,mag,10/01/2017,1
6776,2164002,King Arthur and the Knights of the Round Table / retold by Emma Gelders Sterne and Barbara Lindsay ; illustrated by Gustaf Tenggren ; introduction by Mary Pope Osborne.,"Sterne, Emma Gelders, 1894-1971",030710432X,2002.,"Golden Books/Random House,","Arthur King Legends Juvenile literature, Knights and knighthood Folklore, Folklore England Juvenile literature",jcbk,ncfft,,wts,10/01/2017,1
6777,1899134,Llama in the library / Johanna Hurwitz ; illustrated by Mark Graham.,"Hurwitz, Johanna",0688161383,c1999.,"Morrow Junior Books,","Llamas Juvenile fiction, Ghosts Fiction, Babies Fiction",jcbk,ccfic,,cen,10/01/2017,1
6778,2974248,The Smurfs and the magic egg / by Peyo.,Peyo,"1442495707, 1442495715, 9781442495708, 9781442495715",[2014],"Simon Spotlight,","Wishes Juvenile fiction, Eggs Juvenile fiction, Fantasy Fiction",jcbk,ncrdr,Floating,bal,10/01/2017,2
6779,2860895,"Hananim ŭi taesa / Kim Ha-jung, chiŭm.","Kim, Ha-jung, 1947-","8960971502, 9788960971509",2010.,"Kyujang,","Kim Ha jung 1947, Diplomats Korea South Biography, Cabinet officers Korea South Biography, Christian biography Korea South",acbk,caln,,cen,10/01/2017,1
6780,2741330,"Sugar, sugar : every recipe has a story / Kimberly ""Momma"" Reiner & Jenna Sanz-Agero ; photography by Sara Remington.","Reiner, Kimberly","1449403581, 9781449403584",c2011.,"Andrews McMeel,","Desserts, Cooking Anecdotes, Cookbooks",acbk,canf,,cen,10/01/2017,1
6781,1667800,Chez Panisse vegetables / by Alice Waters and the cooks of Chez Panisse ; illustrations by Patricia Curtan.,"Waters, Alice",0060171472,1996.,"HarperCollinsPublishers,","Chez Panisse, Cooking Vegetables",acbk,nanf,,wts,10/01/2017,1
6782,3163672,King of the Hill. The complete fifth season [videorecording] / Twentieth Century Fox Television.,,,[2005],"20th Century Fox Home Entertainment,","Married people Drama, Fathers and sons Drama, Neighbors Drama, Texas Drama, Television series, Television comedies, Animated television programs, Fiction television programs, Video recordings for the hearing impaired",acdvd,nadvd,Floating,bal,10/01/2017,1
6783,204884,Flying safety.,,,,"Dept. of Defense, Dept. of the Air Force; for sale by the Supt. of Docs., U.S. Govt. Print. Off.","United States Air Force Aviation Safety measures Periodicals, Aeronautics Military Safety measures Periodicals",arper,caaerop,,cen,10/01/2017,4
6784,2102982,National Audubon Society guide to marine mammals of the world / illustrated by Pieter A. Folkens ; written by Randall R. Reeves ... [and others].,,0375411410,2002.,"Alfred A. Knopf : Distributed by Random House,","Marine mammals, Marine mammals Identification",acbk,nanf,,cap,10/01/2017,1
6785,1607995,Chato's kitchen / by Gary Soto ; illustrated by Susan Guevara.,"Soto, Gary","0399226583, 0698116003",c1995.,"Putnam's,","Cats Juvenile fiction, Mice Juvenile fiction, Los Angeles Calif Juvenile fiction",jcbk,ncpic,,nga,10/01/2017,1
6786,3221076,The Chew approved : the most popular recipes from The Chew viewers / edited by Ashley Archer.,,"1484776399, 9781484776391",2016.,Kingswell,"Cooking, Cookbooks",acbk,nanf,,bal,10/01/2017,1
6787,1969235,Carl Sagan / Ellen R. Butts and Joyce R. Schwartz.,"Butts, Ellen",0822549867,c2001.,"Lerner Publications,","Sagan Carl 1934 1996 Juvenile literature, Astronomers United States Biography Juvenile literature, Astronomers Juvenile literature",jcbk,ncb,,bal,10/01/2017,1
6788,1707383,James and the giant peach [text (large print)] : a children's story / Roald Dahl ; illustrated by Lane Smith.,"Dahl, Roald","0679880909, 0679980903",c1996.,"A.A. Knopf,",,jcbk,ncfic,,mon,10/01/2017,1
6789,2610981,"Bleach. 29, The slashing opera / [story and art by Tite Kubo ; English adaptation, Lance Caselman ; translation, Joe Yamazaki ; touch-up art & lettering, Mark McMurray].","Kubo, Tite","1421523876, 9781421523873",2009.,"Viz Media,","Kurosaki Ichigo Fictitious character Comic books strips etc, Psychic ability Comic books strips etc, High school students Comic books strips etc, Psychics Comic books strips etc, Ghosts Comic books strips etc, Supernatural Comic books strips etc, Fantasy comic books strips etc, Graphic novels",acbk,nycomic,,bro,10/01/2017,1
6790,3007109,Mississippi : an American journey / Anthony Walton.,"Walton, Anthony, 1960-","0679777415, 9780679777410",1997.,"Vintage Bks,","African Americans Mississippi History, Mississippi Race relations, Walton Anthony 1960",acbk,nanf,,wts,10/01/2017,1
6791,3111330,Leonardo and the Flying Boy : a story about Leonardo da Vinci / by Lawrence Anholt.,"Anholt, Laurence","0764138510, 9780764138515","2009, ©2000.","Barron's Educational Series,","Leonardo da Vinci 1452 1519 Juvenile fiction, Flight Juvenile fiction, Inventions Juvenile fiction",jcbk,ccpic,,cen,10/01/2017,2
6792,2873287,Cast in secret / Michelle Sagara.,"Sagara, Michelle, 1963-","0373802838, 9780373802838","[2008], c2007.","LUNA,","Neya Kaylin Fictitious character Fiction, Magic Fiction, Fantasy fiction",acbk,nasf,,rbe,10/01/2017,1
6793,3215798,Krovʹ i prizraki Smuty / Ėdvard Radzinskiĭ.,"Radzinskiĭ, Ėdvard","5170922868, 9785170922864",2015.,"AST,","Russia History 1533 1613, Ivan IV Czar of Russia 1530 1584, Fyodor I Czar of Russia 1557 1598",acbk,naln,,lcy,10/01/2017,1
6794,2737136,"Apricot jam, and other stories / Aleksandr Solzhenitsyn ; translated by Kenneth Lantz and Stephan Solzhenitsyn.","Solzheni︠t︡syn, Aleksandr Isaevich, 1918-2008","1582436029, 9781582436029",2011.,"Counterpoint : Distributed by Publishers Group West,","Soviet Union Fiction, Russia Federation Fiction, Short stories",acbk,cafic,,cen,10/01/2017,2
6795,3246642,Act one / Marian Hill.,Marian Hill (Musical group),,℗2017.,"Republic,","Popular music 2011 2020, Popular music",accd,nacd,Floating,rbe,10/01/2017,1
6796,3246475,Mia measures up / by Coco Simon ; text by Tracey West.,"Simon, Coco","1481479032, 1481479040, 9781481479035, 9781481479042",2017.,"Simon Spotlight, an imprint of Simon & Schuster Children's Publishing Division,","Cupcakes Juvenile fiction, Cyberbullying Juvenile fiction, Responsibility Juvenile fiction, Friendship Juvenile fiction, Cupcakes Stories, Cyberbullying Stories, Responsibility Stories, Responsibility Fiction",jcbk,ncfic,,bro,10/01/2017,1
6797,3131835,Absolutely beautiful things : decorating inspiration for a bright and colorful life / Anna Spiro.,"Spiro, Anna.","1840916931, 9781840916935",2015,"Conran,",Interior decoration,acbk,nanf,,nga,10/01/2017,1
6798,3064876,Éthiopiques. 28 [sound recording] : great Oromo music / Ali Birra.,"Birra, Ali.",,[2013?],"Buda Musique,","Popular music Ethiopia 1961 1970, Popular music Ethiopia 1971 1980, Songs Oromo Ethiopia",accd,nacd,Floating,dlr,10/01/2017,1
6799,3178250,A Nancy Wilson Christmas.,"Wilson, Nancy, 1937-",,p2001.,"Manchester Craftmen's Guild,","Christmas music, Jazz vocals, Jazz 2001 2010",accd,nacd,Floating,rbe,10/01/2017,1
6800,2118017,"Don Quichotte [music] : comédie héroïque en cinq actes / musique de J. Massenet ; poème de Henri Cain, d'après Le Lorrain ; partition chant et piano.","Massenet, Jules, 1842-1912",,"c2000, c1911.","Heugel & Cie,",Operas Vocal scores with piano,acmus,camus,,cen,10/01/2017,1
6801,82167,The sketchbook of Villard de Honnecourt. Edited by Theodore Bowie.,"Villard, de Honnecourt, 13th century.",,"[196-,c1959]",Indiana University Press,"Architecture Medieval, Architecture Early works to 1800",arbk,cs8r,,cen,10/01/2017,1
6802,2394996,The eve of St Venus : a fantasy about love and marriage / Anthony Burgess and The Venus of Ille / Prosper Mérimée ; translated by Andrew Brown.,"Burgess, Anthony, 1917-1993","1843914166, 9781843914167",2006.,"Hesperus,","Weddings Fiction, Venus Roman deity Fiction, Fantasy fiction",acbk,cs3fic,,cen,10/01/2017,1
6803,2468642,Venus / Elaine Landau.,"Landau, Elaine","0531125645, 9780531125649",2008.,"Children's Press,",Venus Planet Juvenile literature,jcbk,ncnf,,bal,10/01/2017,1
6804,2883167,"Boogiepop Phantom [videorecording] : Bugīpoppu wa warawanai : complete TV series / Mediaworks ; English version producer, Kris Gero.",,"1570327157, 9781570327155",c2012.,"Right Stuf International : Nozomi Entertainment,","Supernatural Drama, Anime Japan, Horror television programs, Fiction television programs, Television mini series",acdvd,nalndvd,Floating,idc,10/01/2017,1
6805,2690409,"Swedish Christmas traditions : a smörgåsbord of Scandinavian recipes, crafts, and other holiday delights / Ernst Kirchsteiger ; [photo by] Roland Persson ; [text, food, and styling by] Mia Gahne.","Kirchsteiger, Ernst","1616080523, 9781616080525",c2010.,"Skyhorse Pub.,","Christmas cooking Sweden, Christmas decorations Sweden, Flower arrangement Sweden, Christmas Sweden",acbk,nahol,,bal,10/01/2017,1
6806,2491220,"Yakima River Basin water storage feasibility study, Yakima Project, Washington : draft planning report, environmental impact statement / [co-lead agencies, U.S. Department of the Interior, Bureau of Reclamation [and] State of Washington Department of Ecology].",,,[2008],"U.S. Dept. of the Interior, Bureau of Reclamation, Pacific Northwest Region, Upper Columbia Area Office : Washington Dept. of Ecology, Central Regional Office,","Water Storage Environmental aspects Washington State Yakima River Watershed, Water Storage Washington State Yakima River Watershed, Water resources development Environmental aspects Washington State Yakima River Watershed, Water resources development Washington State Yakima River Watershed, Environmental impact statements Washington State Yakima River Watershed",arbk,caref,,cen,10/01/2017,1
6807,1981133,Infidelity : a memoir / by Ann Pearlman.,"Pearlman, Ann",0967370124,c2000.,"MacAdam/Cage,","Pearlman Ann, Adultery Biography, Marriage Biography",acbk,canf,,cen,10/01/2017,1
6808,3110852,"National Gallery [videorecording] / director/editor/sound, Frederick Wiseman ; produced by Frederick Wiseman and Pierre-Olivier Bardet ; a Gallery Film LLC and Idéale Audience coproduction.",,"1885918909, 9781885918901","[2015], c2014.","Distributed by Zipporah Films,","National Gallery Great Britain, Painting, Documentary films, Feature films, Nonfiction films",acdvd,nadvdnf,Floating,fre,10/01/2017,1
6809,3236361,50 things you should know about music / by Rob Baker.,"Baker, Rob","1682970221, 1784935638, 9781682970225, 9781784935634",2016.,"QEB Publishing, Inc.,",Music History and criticism Juvenile literature,jcbk,ncnf,,cap,10/01/2017,1
6810,2671479,"Dear Sandy, hello : letters from Ted to Sandy Berrigan / by Ted Berrigan ; edited by Sandy Berrigan and Ron Padgett.","Berrigan, Ted","1566892422, 156689249X, 9781566892421, 9781566892490",c2010.,"Coffee House Press : [Distributed by] Consortium Book Sales & Distribution,","Berrigan Ted Correspondence, Poets American 20th century Correspondence, Berrigan Sandy Correspondence, Psychiatric hospital patients Florida Miami Correspondence",acbk,canf,,cen,10/01/2017,1
6811,3204936,Peppa Pig and the camping trip / created by Neville Astley and Mark Baker.,,"0763687413, 9780763687410",2016.,"Candlewick Entertainment,","Peppa Pig Fictitious character Juvenile fiction, Swine Juvenile fiction, Camping Juvenile fiction, Truck campers Juvenile fiction, Pigs Fiction",jcbk,ncnew,,net,10/01/2017,1
6812,404213,Directory of attorneys.,Washington State Bar Association,,[c1983-],"[Washington State Bar Association],",Lawyers Washington State Directories,arbk,cs6r,,cen,10/01/2017,1
6813,2552462,Spoon / written by Amy Krouse Rosenthal ; illustrated by Scott Magoon.,"Rosenthal, Amy Krouse","1423106857, 9781423106852",c2009.,"Disney/Hyperion Books,","Tableware Juvenile fiction, Individuality Juvenile fiction",jcbk,ncpic,,bea,10/01/2017,1
6814,2548783,Land of marvels [text (large print)] / Barry Unsworth.,"Unsworth, Barry, 1930-2012.","1602853991, 9781602853997",2009.,"Center Point Pub.,","Archaeologists Great Britain Fiction, British Iraq Fiction, Geologists United States Fiction, Americans Iraq Fiction, Excavations Archaeology Iraq Fiction, Petroleum Prospecting Iraq Fiction, Petroleum industry and trade Middle East History Fiction, Great Britain Foreign relations 1910 1936 Fiction, Iraq History 20th century Fiction, Historical fiction, Large type books",acbk,cs1malf,,cen,10/01/2017,1
6815,3064898,Địa lý ngũ quyết : trước tác kinh điển của phong thủy học ngàn năm / Triệu Cửu Phong (đời thanh).,"Triệu, Cửu Phong,",,2013.,"Hồng Bàng,","Geomancy China, Feng shui",acbk,caln,,cen,10/01/2017,1
6816,3235999,Arrival : original motion picture soundtrack / music by Jóhann Jóhannsson.,"Jóhann Jóhannsson, 1969-",,[2016],"Deutsche Grammophon,","Motion picture music, Motion picture music",accd,cacd,,cen,10/01/2017,2
6817,499501,The Best American essays.,,,1986-,"Ticknor & Fields,","American essays 20th century Periodicals, American essays 21st century Periodicals, American essays Periodicals",acbk,nanf,,net,10/01/2017,2
6818,68062,Chinese painting.,"Cahill, James, 1926-2014",,[1960],"Skira; [distributed in the U.S. by World Pub. Co., Cleveland],",Painting Chinese,arbk,cs8r,,cen,10/01/2017,1
