,UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,Creator,Subjects,Publisher,PublicationYear
8435,Physical,Horizon,VIDEOCASS,2005,9,30,others,,"Video recordings for the hearing impaired, Feature films, Spirits Drama, Photosensitivity disorders Drama, Mother and child Drama, Suspense films",,
8436,Physical,Horizon,SOUNDCASS,2005,9,1,If death ever slept,,"Mystery fiction, New York N Y Fiction, Private investigators New York State New York Fiction, Wolfe Nero Fictitious character Fiction",,
8437,Physical,Horizon,BOOK,2005,9,1,Dissent in three American wars,,"United States Politics and government 1812 1815, United States Politics and government 1845 1849, Dissenters United States, United States Politics and government 1897 1901",,
8438,Physical,Horizon,BOOK,2005,9,1,White socks only / written by Evelyn Coleman ; illustrated by Tyrone Geter.,"Coleman, Evelyn, 1948-","African Americans Juvenile fiction, Race relations Juvenile fiction, Mississippi Juvenile fiction","A. Whitman,",1996.
8439,Physical,Horizon,BOOK,2005,9,1,sportsmans wanderings,,Hunting,,
8440,Physical,Horizon,BOOK,2005,9,1,The Sleeping Beauty = La bella durmiente / adaptation by Miquel Desclot ; illustrated by Christoph Abbrederis.,"Desclot, Miquel, 1952-",Spanish language materials Bilingual,"Chronicle Books,",2003.
8441,Physical,Horizon,BOOK,2005,9,3,Like sisters on the homefront,,"Family life Fiction, African Americans Fiction",,
8442,Physical,Horizon,BOOK,2005,9,2,"El sueño interminable : una investigación de John Chatterton / Yvan Pommaux ; [traducción, Leopoldo Iribarren].","Pommaux, Yvan","Cats Juvenile fiction, Spanish language materials Fiction","Ediciones Ekaré,",c2002.
8443,Physical,Horizon,BOOK,2005,9,3,iTunes iPhoto iMovie and iDVD bible,,"Computer sound processing, Digital media, Digital video, Macintosh Computer",,
8444,Physical,Horizon,BOOK,2005,9,1,Murder in Coweta County,,"Wallace John d 1950, Murder Georgia Coweta County, Trials Murder Georgia Coweta County",,
8445,Physical,Horizon,BOOK,2005,9,3,They came to Baghdad,,"Mystery fiction, Conspiracy Fiction, Baghdad Iraq Fiction",,
8446,Physical,Horizon,SOUNDDISC,2005,9,9,Caribbean playground [sound recording].,,"Popular music Caribbean Area Juvenile sound recordings, Childrens songs Juvenile sound recordings, Songs","Putumayo Kids,",p2004.
8447,Physical,Horizon,BOOK,2005,9,2,Guerrilla gardening how to create gorgeous gardens for free,,Plant propagation,,
8448,Physical,Horizon,SOUNDDISC,2005,9,4,Velvet goldmine music from the original motion picture,,"Motion picture music, Rock music 1971 1980, Rock music 1991 2000",,
8449,Physical,Horizon,BOOK,2005,9,1,Hidden buffalo / story by Rudy Wiebe ; paintings by Michael Lonechild.,"Wiebe, Rudy, 1934-","Cree Indians Juvenile fiction, Indians of North America Juvenile fiction, Bison Juvenile fiction","Red Deer Press,",2003.
8450,Physical,Horizon,SOUNDDISC,2005,9,1,cantada criolla,,"Cantatas Secular, Choruses Secular Mixed voices with orchestra, Cearense Catullo da PaixÆo 1863 1946 Musical settings",,
8451,Physical,Horizon,BOOK,2005,9,3,My new kitten,,"Cats, Kittens Juvenile literature",,
8452,Physical,Horizon,VIDEOCASS,2005,9,2,Strangers brothers Episodes 1 5,,"World War 1939 1945 England Drama, Young men England Drama, Cold War Drama",,
8453,Physical,Horizon,BOOK,2005,9,2,Hide and seek puppies,,"Dogs Fiction, Hide and seek Fiction, Dogs Pictorial works",,
8454,Physical,Horizon,SOUNDDISC,2005,9,9,All you need is love [sound recording].,,"Popular music Juvenile sound recordings, Rock music Juvenile sound recordings, Childrens songs Juvenile sound recordings","Music for Little People : Distributed by Kid Rhino,",p1999.
8455,Physical,Horizon,VIDEODISC,2005,9,8,Unagi The eel,,Feature films,,
8456,Physical,Horizon,BOOK,2005,9,10,Absolutely not,,"Friendship Fiction, Ants Fiction, Worry Fiction",,
8457,Physical,Horizon,BOOK,2005,9,1,Hunter,,,,
8458,Physical,Horizon,BOOK,2005,9,1,At the Japanese table new and traditional recipes,,Cookery Japanese,,
8459,Physical,Horizon,BOOK,2005,9,1,Can God Caesar coexist balancing religious freedom and international law,,"Freedom of religion International law, Freedom of religion",,
8460,Physical,Horizon,BOOK,2005,9,3,coat of cats,,"Cats Fiction, Old age Fiction",,
8461,Physical,Horizon,BOOK,2005,9,2,Darkfright,,"Night Fiction, Caribbean Area Fiction, Fear of the dark Fiction",,
8462,Physical,Horizon,BOOK,2005,9,1,illustrated world of space,,"Outer space, Astronomy, Astronomy Juvenile literature, Outer space Juvenile literature",,
8463,Physical,Horizon,BOOK,2005,9,1,A brighter garden : poetry / by Emily Dickinson ; collected by Karen Ackerman ; paintings by Tasha Tudor.,"Dickinson, Emily, 1830-1886",American poetry Juvenile literature,"Philomel Books,",c1990.
8464,Physical,Horizon,BOOK,2005,9,2,Tiger prince [text (large print)] / Sandra Brown.,"Brown, Sandra, 1948-","Americans Jamaica Fiction, Large type books, Jamaica Fiction, Romantic suspense fiction","Wheeler Pub.,",2002.
8465,Physical,Horizon,VIDEODISC,2005,9,4,Lilies of the field,,"Video recordings for the hearing impaired, Feature films, African Americans Drama, United States Race relations Drama, African Americans Relations with German Americans Drama, Nuns Arizona Drama, Germans Arizona Drama, Church buildings Arizona Drama",,
8466,Physical,Horizon,BOOK,2005,9,1,cazador de monos,,"Cuba Fiction, Slavery Fiction, China Fiction, Cuban Americans Fiction, Chinese Cuba Fiction",,
8467,Physical,Horizon,VIDEOCASS,2005,9,4,Mighty Joe Young,,"Video recordings for the hearing impaired, Feature films, Gorilla Drama, Poachers Drama, Human animal relationships Drama",,
8468,Physical,Horizon,VIDEODISC,2005,9,10,Surviving Everest,,"Hillary Edmund Sir, Everest Mount China and Nepal, Video recordings for the hearing impaired, Mountaineers New Zealand Biography",,
8469,Physical,Horizon,SOUNDCASS,2005,9,2,sky is falling,,"Women journalists Fiction, Serial murders Fiction, Television news anchors Fiction",,
8470,Physical,Horizon,BOOK,2005,9,1,complete idiots guide to business statistics,,Commercial statistics,,
8471,Physical,Horizon,BOOK,2005,9,1,Making the body beautiful a cultural history of aesthetic surgery,,"Surgery Plastic Social aspects History, Body image Social aspects History",,
8472,Physical,Horizon,BOOK,2005,9,1,complete wilderness training book,,"Survival skills Handbooks manuals etc, Wilderness survival Handbooks manuals etc",,
8473,Physical,Horizon,BOOK,2005,9,1,<Unknown Title>,,"Criminals Fiction, Mafia Fiction",,
8474,Physical,Horizon,BOOK,2005,9,2,Deconstructing penguins parents kids and the bond of reading,,"Reading Parent participation, Book clubs Discussion groups, Children Books and reading, Childrens literature Study and teaching Elementary",,
8475,Physical,Horizon,SOUNDDISC,2005,9,50,Left of the dial dispatches from the 80s underground,,"Rock music 1971 1980, Rock music 1981 1990",,
8476,Physical,Horizon,BOOK,2005,9,4,Superman secret identity,,"Comic books strips etc, Graphic novels, Superman Fictitious character Comic books strips etc",,
8477,Physical,Horizon,BOOK,2005,9,5,perfect red empire espionage and the quest for the color of desire,,"Cochineal History, Dyes and dyeing Textile fibers Europe History, Dyes and dyeing Mexico History, Cochineal insect",,
8478,Physical,Horizon,SOUNDDISC,2005,9,3,Shepherd moons,,"New Age music, Popular music 1991 2000",,
8479,Physical,Horizon,BOOK,2005,9,1,D W Griffith American film master,,"Griffith D W David Wark 1875 1948, Motion pictures United States",,
8480,Physical,Horizon,BOOK,2005,9,9,If looks could kill / Kate White.,"White, Kate, 1950-","Weggins Bailey Fictitious character Fiction, Periodicals Publishing Fiction, Women journalists Fiction, Women editors Fiction, New York N Y Fiction, Mystery fiction","Warner Books,",2002.
8481,Physical,Horizon,BOOK,2005,9,1,Lucys list a comprehensive sourcebook for making larger living easier,,"Weight loss, Mail order business United States Directories, Commercial catalogs United States Directories, Clothing and dress Catalogs Directories, Overweight persons Costume, Home economics Catalogs Directories",,
8482,Physical,Horizon,BOOK,2005,9,1,Hay fever the complete guide find relief from allergies to pollens molds pets dust mites and more,,Hay fever Popular works,,
8483,Physical,Horizon,SOUNDCASS,2005,9,1,Briars book,,"Fantasy fiction, Magic Fiction, Friendship Fiction, Kisubo Daja Fictitious character Fiction, Tris Fictitious character Pierce Fiction, Sandry Fictitious character Pierce Fiction, Moss Briar Fictitious character Fiction",,
8484,Physical,Horizon,BOOK,2005,9,2,Knitting dictionary 1030 stitches and patterns,,Knitting Patterns,,
8485,Physical,Horizon,BOOK,2005,9,1,Adobe Illustrator creative techniques,,"Computer graphics, Adobe Illustrator Computer file, Macintosh Computer Programming",,
8486,Physical,Horizon,BOOK,2005,9,1,London Bridge : Guignol's Band II / Louis-Ferdinand Céline ; translated from the French by Dominic Di Bernardi.,"Céline, Louis-Ferdinand, 1894-1961","World War 1914 1918 England London Fiction, French England London History 20th century Fiction","Dalkey Archive Press,",1995.
8487,Physical,Horizon,VIDEOCASS,2005,9,4,Gilbert and Sullivan their greatest hits,,"Music videos, Musicals Excerpts, Revues Excerpts",,
8488,Physical,Horizon,BOOK,2005,9,1,My yellow ball,,"Animals Fiction, Balls Sporting goods Fiction",,
8489,Physical,Horizon,BOOK,2005,9,1,No other book : selected essays / Randall Jarrell ; edited and with an introduction by Brad Leithauser.,"Jarrell, Randall, 1914-1965","Jarrell Randall 1914 1965 Aesthetics, American poetry History and criticism Theory etc, Literature History and criticism Theory etc, Books Reviews","HarperCollins,",1999.
8490,Physical,Horizon,BOOK,2005,9,1,Paris apartment romantic decor on a flea market budget,,"Interior decoration, House furnishings France Paris, Apartments France Paris",,
8491,Physical,Horizon,BOOK,2005,9,1,Savvy online shopping your guide to getting the best products at the best prices on line,,"Consumer education, Teleshopping, Shopping Computer network resources",,
8492,Physical,Horizon,BOOK,2005,9,2,Girl of the shining mountains : Sacagawea's story / Peter & Connie Roop.,"Roop, Peter","Sacagawea Juvenile fiction, Lewis and Clark Expedition 1804 1806 Juvenile fiction, Shoshoni Indians Juvenile fiction, Indians of North America Juvenile fiction","Hyperion Books for Children,",1999.
8493,Physical,Horizon,BOOK,2005,9,3,Artists handbook Watercolor materials techniques color and composition style subject,,Watercolor painting Technique,,
8494,Physical,Horizon,BOOK,2005,9,2,Tess of the d'Urbervilles / Thomas Hardy ; edited with notes by Tim Dolin ; with an introduction by Margaret R. Higonnet.,"Hardy, Thomas, 1840-1928","Triangles Interpersonal relations Fiction, Man woman relationships Fiction, Children of the rich Fiction, Children of clergy Fiction, Wessex England Fiction, Women household employees Fiction, Women murderers Fiction, Poor families Fiction, Pastoral fiction","Penguin Books,",[1998]
8495,Physical,Horizon,BOOK,2005,9,1,Life stories : world-renowned scientists reflect on their lives and on the future of life on earth / edited by Heather Newbold.,,"Environmentalists Biography, Environmental sciences","University of California Press,",2000.
8496,Physical,Horizon,BOOK,2005,9,3,Cold War years,,"United States History 1945 Juvenile literature, United States History 1945, United States Politics and government 1945 1989, Cold War, United States Politics and government 1945 1989 Juvenile literature, Cold War Social aspects United States Juvenile literature, United States Social conditions 1945 Juvenile literature, United States Social conditions 1945",,
8497,Physical,Horizon,BOOK,2005,9,2,Hosacks folly a novel of old New York,,"Historical fiction, Biographical fiction, Physicians Fiction, New York N Y History 1775 1865 Fiction, Hosack David 1769 1835 Fiction, Yellow fever Fiction",,
8498,Physical,Horizon,SOUNDDISC,2005,9,3,Giac mo hoi huong,,"Songs Vietnamese, Popular music Vietnam 2001 2010",,
8499,Physical,Horizon,BOOK,2005,9,12,"Tikki Tikki Tembo, retold by Arlene Mosel. Illustrated by Blair Lent.","Mosel, Arlene",Folklore China Juvenile literature,"Holt, Rinehart and Winston,",[1968]
8500,Physical,Horizon,VIDEOCASS,2005,9,1,Near Middle East,,"Video recordings for the hearing impaired, Middle East Description and travel, Railroad travel Middle East, Scenic railways Middle East",,
8501,Physical,Horizon,BOOK,2005,9,1,Every night Josephine,,Dogs Biography,,
8502,Physical,Horizon,BOOK,2005,9,1,Cookin quickies,,"Quick and easy cookery, Cookery American",,
8503,Physical,Horizon,BOOK,2005,9,6,All in my head an epic quest to cure an unrelenting totally unreasonable and only slightly enlightening headache,,"Chronic pain Patients United States Biography, Kamen Paula Health, Headache Patients United States Biography",,
8504,Physical,Horizon,BOOK,2005,9,1,"Webster's New World basic dictionary of American English / the editors of Webster's New World dictionaries ; Michael Agnes, editor-in-chief.",,"English language Dictionaries, English language United States Dictionaries","Macmillan USA,",c1998.
8505,Physical,Horizon,BOOK,2005,9,1,River / written and illustrated by Debbie Atwell.,"Atwell, Debby","Water Pollution Juvenile fiction, Pollution Juvenile fiction, Rivers Juvenile fiction","Houghton Mifflin,",1999.
8506,Physical,Horizon,BOOK,2005,9,1,Silent snow,,"Mystery fiction, Lindbergh Charles A Charles Augustus 1902 1974 Fiction, Murder Minnesota Fiction, Journalists Minnesota Saint Paul Fiction, Kidnapping Minnesota Saint Paul Fiction, Investigative reporting Minnesota Saint Paul Fiction",,
8507,Physical,Horizon,BOOK,2005,9,1,Helicopter man,,"Australia Fiction, Fathers and sons Fiction, Mental illness Fiction, Homelessness Fiction",,
8508,Physical,Horizon,CR,2005,9,1,Peterson's two-year colleges.,,"Junior colleges United States Directories, Community colleges United States Directories",Peterson's,c2004-
8509,Physical,Horizon,VIDEOCASS,2005,9,3,Red River,,"Western films, Video recordings for the hearing impaired, Feature films",,
8510,Physical,Horizon,BOOK,2005,9,1,Bonded warehouse manual for proprietors importers customs officers,,"International trade Handbooks manuals etc, U S Customs Service Officials and employees Handbooks manuals etc, Bonded warehouses and goods United States Handbooks manuals etc",,
8511,Physical,Horizon,BOOK,2005,9,1,Tips for the savvy traveler,,"Travel, Large type books",,
8512,Physical,Horizon,MIXED,2005,9,1,ILLM THUNDER BELOW THE USS BARB REVOLUTIONIZES SUBMARINE WARFARE IN WORLD WAR II,,,,
8513,Physical,Horizon,SOUNDDISC,2005,9,12,Spiderland [sound recording] / Slint.,Slint (Musical group),Rock music 1981 1990,"Touch and Go,","c1995, p1991."
8514,Physical,Horizon,BOOK,2005,9,1,new American splendor anthology,,,,
8515,Physical,Horizon,BOOK,2005,9,1,Clouds,,"Clouds, Clouds Juvenile literature",,
8516,Physical,Horizon,VIDEOCASS,2005,9,18,pledge,,"Video recordings for the hearing impaired, Feature films, Detectives Nevada Drama",,
8517,Physical,Horizon,BOOK,2005,9,1,Kundalini and the chakras a practical manual evolution in this lifetime,,"Occultism, Kundalini, Chakras",,
8518,Physical,Horizon,VIDEOCASS,2005,9,2,Round midnight,,"Video recordings for the hearing impaired, Feature films, Musical films, Jazz Drama",,
8519,Physical,Horizon,SOUNDCASS,2005,9,1,Junie B Jones and the yucky blucky fruitcake,,"Schools Fiction, Behavior Fiction, Kindergarten Fiction, Carnivals Fiction, Jones Junie B Fictitious character Fiction",,
8520,Physical,Horizon,VIDEODISC,2005,9,7,searchers,,"Western films, Video recordings for the hearing impaired, Feature films",,
8521,Physical,Horizon,VIDEOCASS,2005,9,7,Power Rangers DinoThunder Volume 2 Legacy of power,,"Video recordings for the hearing impaired, Childrens films, Dinosaurs Fiction, Teenagers Fiction, Science fiction films, Mighty Morphin Power Rangers Fictitious characters Fiction",,
8522,Physical,Horizon,VIDEODISC,2005,9,3,T M R Live revolution 02 best Summer crush 2002,,Popular music Japan 2001 2010,,
8523,Physical,Horizon,BOOK,2005,9,1,Like a sister a novel,,"Bildungsromans, Domestic fiction, Mothers and daughters Fiction, Georgia Fiction, Rural poor Georgia Fiction",,
8524,Physical,Horizon,BOOK,2005,9,1,The naked crowd : reclaiming security and freedom in an anxious age / Jeffrey Rosen.,"Rosen, Jeffrey, 1964-","Civil rights United States, National security United States, September 11 Terrorist Attacks 2001, War on Terrorism 2001 2009, Terrorism United States Prevention","Random House,",c2004.
8525,Physical,Horizon,VIDEOCASS,2005,9,5,Raising Arizona,,"Video recordings for the hearing impaired, Feature films, Comedy films",,
8526,Physical,Horizon,BOOK,2005,9,1,Arigato,,,,
8527,Physical,Horizon,BOOK,2005,9,2,Barrons how to prepare for the MAT Miller analogies test,,Miller analogies test Study guides,,
8528,Physical,Horizon,BOOK,2005,9,1,matter of character inside the White House of George W Bush,,"Bush George W George Walker 1946, Presidents United States Biography, Bush George W George Walker 1946 Ethics, Character Case studies",,
8529,Physical,Horizon,SOUNDCASS,2005,9,2,first law,,"Mystery fiction, San Francisco Calif Fiction, Fugitives from justice Fiction, Hardy Dismas Fictitious character Fiction, Police California San Francisco Fiction, Legal stories",,
8530,Physical,Horizon,BOOK,2005,9,1,Martin Luther King Jr Day,,"Holidays, Clergy, Civil rights workers, Martin Luther King Jr Day, African Americans Biography, King Martin Luther Jr 1929 1968, King Martin Luther Jr 1929 1968 Juvenile literature, Martin Luther King Jr Day Juvenile literature",,
8531,Physical,Horizon,BOOK,2005,9,2,Degunking your email spam and viruses,,"Unsolicited electronic mail messages, Computer security United States Handbooks manuals etc, Computer viruses Prevention",,
8532,Physical,Horizon,VIDEODISC,2005,9,9,Baby road trip Circus,,"Circus Fiction, Childrens films, Infants Development Juvenile films, Child development Juvenile films",,
8533,Physical,Horizon,BOOK,2005,9,3,Long Spoon Lane,,"Large type books, Historical fiction, Mystery fiction, London England Fiction, Police England London Fiction, Pitt Charlotte Fictitious character Fiction, Pitt Thomas Fictitious character Fiction, Anarchists Fiction, Police spouses Fiction",,
8534,Physical,Horizon,BOOK,2005,9,3,When genius failed the rise and fall of Long Term Capital Management,,Hedge funds United States,,
8535,Physical,Horizon,SOUNDDISC,2005,9,2,Focus,,Jazz 1991 2000,,
8536,Physical,Horizon,BOOK,2005,9,1,marine aquarium yearbook,,Marine aquariums,,
8537,Physical,Horizon,BOOK,2005,9,7,Girl 15 charming but insane,,"Schools Fiction, Humorous stories, England Fiction, Best friends Fiction, Friendship Fiction, Dating Social customs Fiction",,
8538,Physical,Horizon,BOOK,2005,9,1,Darkness visible a memoir of madness,,"Styron William 1925 Mental health, Depressed persons United States Biography, Depressed persons United States Suicidal behavior",,
8539,Physical,Horizon,VIDEOCASS,2005,9,2,Adventures of Robin Hood,,"Video recordings for the hearing impaired, Feature films, Robin Hood Legendary character Drama",,
8540,Physical,Horizon,BOOK,2005,9,1,Chili-chili-chin-chin / Belle Yang.,"Yang, Belle",Donkeys Juvenile fiction,"Silver Whistle,",c1999.
8541,Physical,Horizon,SOUNDDISC,2005,9,5,essentials,,"Rock music 1971 1980, Rock music 1961 1970",,
8542,Physical,Horizon,BOOK,2005,9,1,Adara a novel,,"Slaves Fiction, Naaman the Syrian Fiction, Elisha Biblical prophet Fiction, Bible History of Biblical events Fiction, Syria History To 333 B C Fiction",,
8543,Physical,Horizon,BOOK,2005,9,1,Rainbow Fish 1 2 3,,"Counting, Counting Juvenile literature, Childrens stories Pictorial works",,
8544,Physical,Horizon,VIDEODISC,2005,9,8,Storm of the century,,"Horror films, Video recordings for the hearing impaired, Feature films",,
8545,Physical,Horizon,VIDEOCASS,2005,9,12,From hell,,"Video recordings for the hearing impaired, Feature films, Jack the Ripper Drama, Serial murderers England London Drama, Suspense films, Whitechapel London England Drama",,
8546,Physical,Horizon,BOOK,2005,9,3,Millennium approaches,,"Gay men United States Drama, Cohn Roy M Drama",,
8547,Physical,Horizon,CR,2005,9,1,Fraser's magazine.,,,"J. Fraser; [etc., etc.],",[1830]-82.
8548,Physical,Horizon,BOOK,2005,9,1,Roman-vospominanie / Anatoliĭ Rybakov.,"Rybakov, Anatoliĭ Naumovich","Rybakov Anatolii Naumovich, Authors Russian 20th century Biography","Vagrius,",1997.
8549,Physical,Horizon,VIDEOCASS,2005,9,2,Bicycle Corps Americas black army on wheels,,"United States Army Infantry Regiment 25th Bicycle Corps, Video recordings for the hearing impaired, United States Army African American troops History 19th century, Military cycling History, Bicycles and bicycling History, African Americans West U S History 19th century",,
8550,Physical,Horizon,BOOK,2005,9,2,Harriet the spy,,,,
8551,Physical,Horizon,VIDEODISC,2005,9,6,ladykillers,,"Video recordings for the hearing impaired, Comedy films, Feature films, Outlaws Drama, Attempted murder Drama, Landladies Drama",,
8552,Physical,Horizon,SOUNDDISC,2005,9,4,Ai qing pu gong ying Dandelionlove,,"Songs Chinese, Popular music China 2001 2010",,
8553,Physical,Horizon,BOOK,2005,9,1,Ying xiang Zhongguo di 100 ge ren wu / Yu Daguang deng zhu.,,China Biography,"Tai ya chu ban you xian gong si : Zong jing xiao Zhi ji you xian gong si,",Min guo 83 [1994]
8554,Physical,Horizon,MUSIC,2005,9,1,"Julio [music] : piano, vocal, chords.",,Popular music,"Columbia Pictures Publications,",c1984.
8555,Physical,Horizon,BOOK,2005,9,3,Boys will put you on a pedestal so they can look up your skirt a dads advice for daughters,,Teenage girls Conduct of life,,
8556,Physical,Horizon,BOOK,2005,9,4,Sleeping freshmen never lie,,"Schools Fiction, Conduct of life Fiction, High schools Fiction, Authorship Fiction, Interpersonal relations Fiction, Brothers Fiction, Self confidence Fiction, Pennsylvania Fiction",,
8557,Physical,Horizon,BOOK,2005,9,1,Other worlds [text (large print)] / Barbara Michaels.,"Michaels, Barbara, 1927-2013","Large type books, Horror fiction, Mystery fiction","G.K. Hall,",1999.
8558,Physical,Horizon,VIDEOCASS,2005,9,2,Stranger in the woods,,"Sams Carl R Interviews, Stoick Jean Interviews, Snowmen Juvenile films, Forest animals Juvenile films, Forest birds Juvenile films",,
8559,Physical,Horizon,BOOK,2005,9,1,Adobe GoLive 4 for Macintosh and Windows,,"Adobe GoLive, Microsoft Windows Computer file, Web publishing, Macintosh Computer Programming",,
8560,Physical,Horizon,VIDEOCASS,2005,9,1,Self defense with pressure points,,"Martial arts, Self defense",,
8561,Digital,OverDrive,AUDIOBOOK,2005,9,1,"Heaven and Earth: Three Sisters Island Trilogy, Book 2 (unabridged) (Unabridged)",Nora Roberts,"Fiction, Romance","Brilliance Audio, Inc.",2005
8562,Physical,Horizon,BOOK,2005,9,3,Killing time : a novel / Linda Howard.,"Howard, Linda, 1950-","Time capsules Fiction, Serial murders Fiction, Women detectives Fiction, Large type books, Mystery fiction, Occult fiction","Random House Large Print,",2005.
8563,Physical,Horizon,SOUNDDISC,2005,9,2,Transformations for strings [sound recording].,"Schwarz, Gerard, 1947-","String orchestra music Arranged, String ensembles, Symphonies String orchestra","Delos,",p1993.
8564,Physical,Horizon,BOOK,2005,9,1,Cook a book a cookbook of delicious reading enhancement activities for grades pre K to 6,,"Reading Elementary, Childrens literature, Cookery Juvenile literature",,
8565,Physical,Horizon,BOOK,2005,9,3,How to be a quick turn real estate millionaire make fast cash with no money credit or previous experience,,"House buying, House selling, Real estate investment, Real estate investment Finance",,
8566,Physical,Horizon,BOOK,2005,9,1,The circus from Rome to Ringling. With an introd. by Leonard V. Farley.,"May, Earl Chapin, 1873-1960",Circus,Dover Publications,[1963]
8567,Physical,Horizon,BOOK,2005,9,4,Mates dates and sequin smiles,,"Teenage girls Juvenile fiction, Self esteem Juvenile fiction, Man woman relationships Juvenile fiction, Orthodontic appliances Juvenile fiction",,
8568,Physical,Horizon,BOOK,2005,9,3,Shades of Simon Gray,,"Space and time Fiction, Cheating Fiction, Astral projection Fiction, New Jersey Fiction, Coma Fiction",,
8569,Physical,Horizon,SOUNDCASS,2005,9,1,outside of August,,"Mothers and daughters Fiction, Domestic fiction, Brothers and sisters Fiction",,
8570,Physical,Horizon,BOOK,2005,9,2,A caretaker of love [text (large print)] / Barbara Cartland.,"Cartland, Barbara, 1902-2000","Mothers and daughters Fiction, Runaway wives Fiction, Large type books, Great Britain History William IV 1830 1837 Fiction, Historical fiction, Love stories","G.K. Hall,",2001.
8571,Physical,Horizon,SOUNDDISC,2005,9,4,Jing dian er ge,,"Songs Chinese, Childrens songs Chinese Juvenile sound recordings",,
8572,Physical,Horizon,BOOK,2005,9,2,Radical sanity commonsense advice for uncommon women,,Conduct of life,,
8573,Physical,Horizon,VIDEODISC,2005,9,10,Nora inu [videorecording] = Stray dog / Toho Co. ; directed by Akira Kurosawa.,,"Detectives Japan Drama, Pickpockets Japan Drama, Japan Social conditions 1945 Drama, Feature films, Gangster films, Motion pictures Japanese, Film noir","Criterion Collection : Distributed by Home Vision Entertainment,",2004.
8574,Physical,Horizon,BOOK,2005,9,2,Present danger [text (large print)] / Susan Andersen.,"Andersen, Susan, 1950-","Air pilots Military Family relationships Fiction, Aircraft accident victims families Fiction, Reconnaissance aircraft Fiction, Test pilots Fiction, Divorced women Fiction, Widows Fiction, Northwest Pacific Fiction, Large type books, Romantic suspense fiction, Spy stories","Thorndike Press,",2005.
8575,Physical,Horizon,BOOK,2005,9,6,Madame Bovary,,,,
8576,Physical,Horizon,BOOK,2005,9,4,Booked to die : a mystery introducing Cliff Janeway / John Dunning.,"Dunning, John, 1942-","Janeway Cliff Fictitious character Fiction, Booksellers and bookselling Fiction, Antiquarian booksellers Fiction, Ex police officers Fiction, Book collectors Fiction, Denver Colo Fiction, Detective and mystery fiction","Scribner's ; Maxwell Macmillan Canada ; Maxwell Macmillan International,",c1992.
8577,Physical,Horizon,BOOK,2005,9,1,Halloween school parties : what do I do? / Wilhelminia Ripple ; illustrated by Heather Anderson.,"Ripple, Wilhelminia","Halloween, Childrens parties","Oakbrook Pub. House,",1996.
8578,Physical,Horizon,BOOK,2005,9,6,Penny Lee and her TV / Glenn McCoy.,"McCoy, Glenn","Television Juvenile fiction, Dogs Fiction","Hyperion Books For Children,",2002.
8579,Physical,Horizon,BOOK,2005,9,1,"Building a successful network marketing company : the systems, the products, and the know-how you need to launch or enhance a successful MLM company / Angela L. Moore.","Moore, Angela",Multilevel marketing,"Prima Pub.,",c1998.
8580,Physical,Horizon,BOOK,2005,9,1,Dolphins,,"Dolphins, Dolphins Pictorial works",,
8581,Physical,Horizon,VIDEODISC,2005,9,13,Nadine,,"Video recordings for the hearing impaired, Comedy films",,
8582,Physical,Horizon,SOUNDDISC,2005,9,6,Let it be,,Rock music 1981 1990,,
8583,Physical,Horizon,BOOK,2005,9,7,Pass it on an Insiders novel,,"New York N Y Fiction, Friendship Fiction, Family life Fiction, Dating Social customs Fiction",,
8584,Physical,Horizon,BOOK,2005,9,1,Temna︠i︡a komnata / Maĭnet Uolters.,"Walters, Minette","Amnesia Fiction, Women photographers England Fiction, Psychiatrists England Fiction, England Fiction, Mystery fiction","ĖTP,",2002.
8585,Physical,Horizon,SOUNDDISC,2005,9,2,Best Morning Musume two,,"Songs Japanese, Popular music Japan 2001 2010",,
8586,Physical,Horizon,BOOK,2005,9,1,Robinson Crusoe 1000000 A D,,"Science fiction, Human cloning Fiction, Earth Fiction",,
8587,Physical,Horizon,SOUNDDISC,2005,9,4,friends of Rachel Worth,,Rock music 1991 2000,,
8588,Physical,Horizon,BOOK,2005,9,1,Kirkland revels,,Large type books,,
8589,Physical,Horizon,BOOK,2005,9,1,Crows jays ravens and their relatives,,Corvidae,,
8590,Physical,Horizon,BOOK,2005,9,1,How to photograph weddings groups ceremonies,,"Portrait photography, Portraits Group, Wedding photography",,
8591,Physical,Horizon,BOOK,2005,9,2,Frogs and toads / Jeffrey O'Hare.,"O'Hare, Jeffrey A.","Anura Juvenile literature, Frogs Juvenile literature, Toads Juvenile literature","KidHaven Press,",c2003.
8592,Physical,Horizon,SOUNDCASS,2005,9,1,making of toro,,"Humorous fiction, Mexico Fiction, Authorship Fiction, Americans Mexico Fiction, Bullfighters Fiction, Bullfights Fiction",,
8593,Physical,Horizon,BOOK,2005,9,1,Slave country : American expansion and the origins of the Deep South / Adam Rothman.,"Rothman, Adam, 1971-","Slavery United States History 19th century, Slavery Southern States History 19th century, United States Territorial expansion, Southern States History 1775 1865","Harvard University Press,",2005.
8594,Physical,Horizon,BOOK,2005,9,1,Gut symmetries,,"Love stories, Lesbians Fiction, Interpersonal relations Fiction, Couples Fiction, Ocean liners Fiction",,
